ocel_id;ocel_type
pick_i4764;pick item
pick_i4786;pick item
place_o736;place order
pick_i4793;pick item
pick_i4768;pick item
pick_i4781;pick item
pick_i4792;pick item
pick_i4789;pick item
pick_i4752;pick item
pick_i4791;pick item
pick_i4763;pick item
pick_i4784;pick item
pick_i4778;pick item
pick_i4777;pick item
pick_i4765;pick item
pick_i4790;pick item
pick_i4773;pick item
pick_i4769;pick item
pick_i4782;pick item
pick_i4788;pick item
pick_i4776;pick item
pick_i4787;pick item
pick_i4762;pick item
pick_i4760;pick item
pick_i4795;pick item
pick_i4771;pick item
pick_i4780;pick item
pick_i4767;pick item
pick_i4756;pick item
pick_i4785;pick item
place_o737;place order
pick_i4783;pick item
pick_i4750;pick item
ship_o733;ship order
pick_i4794;pick item
pick_i4807;pick item
pick_i4796;pick item
ship_o736;ship order
pick_i4797;pick item
pick_i4799;pick item
pick_i4772;pick item
pick_i4804;pick item
pick_i4779;pick item
ship_o735;ship order
pick_i4800;pick item
pick_i4774;pick item
ship_o734;ship order
pick_i4798;pick item
pick_i4806;pick item
pick_i4803;pick item
pick_i4802;pick item
pick_i4801;pick item
pick_i4805;pick item
ship_o737;ship order
place_o738;place order
pick_i4813;pick item
pick_i4808;pick item
pick_i4812;pick item
place_o739;place order
pick_i4811;pick item
pick_i4809;pick item
pick_i4810;pick item
pick_i4814;pick item
ship_o738;ship order
pick_i4820;pick item
pick_i4815;pick item
pick_i4816;pick item
pick_i4821;pick item
pick_i4817;pick item
pick_i4824;pick item
pick_i4818;pick item
pick_i4823;pick item
pick_i4819;pick item
pick_i4825;pick item
pick_i4822;pick item
ship_o739;ship order
place_o740;place order
pick_i4826;pick item
pick_i4829;pick item
pick_i4828;pick item
pick_i4830;pick item
pick_i4831;pick item
pick_i4827;pick item
ship_o740;ship order
place_o741;place order
pick_i4839;pick item
pick_i4836;pick item
pick_i4840;pick item
pick_i4838;pick item
pick_i4834;pick item
pick_i4833;pick item
pick_i4837;pick item
pick_i4835;pick item
pick_i4832;pick item
ship_o741;ship order
place_o742;place order
pick_i4847;pick item
pick_i4844;pick item
pick_i4843;pick item
pick_i4841;pick item
pick_i4846;pick item
pick_i4842;pick item
place_o743;place order
pick_i4845;pick item
ship_o742;ship order
pick_i4858;pick item
pick_i4857;pick item
pick_i4855;pick item
pick_i4854;pick item
place_o744;place order
pick_i4849;pick item
pick_i4848;pick item
pick_i4864;pick item
pick_i4851;pick item
pick_i4862;pick item
pick_i4863;pick item
pick_i4859;pick item
pick_i4860;pick item
pick_i4861;pick item
pick_i4856;pick item
ship_o744;ship order
pick_i4853;pick item
place_o745;place order
pick_i4875;pick item
pick_i4852;pick item
pick_i4865;pick item
pick_i4872;pick item
pick_i4873;pick item
pick_i4866;pick item
pick_i4869;pick item
pick_i4870;pick item
pick_i4867;pick item
pick_i4871;pick item
pick_i4868;pick item
pick_i4850;pick item
pick_i4874;pick item
ship_o743;ship order
ship_o745;ship order
place_o746;place order
pick_i4878;pick item
pick_i4877;pick item
pick_i4881;pick item
pick_i4880;pick item
pick_i4882;pick item
pick_i4879;pick item
pick_i4876;pick item
pick_i4883;pick item
ship_o746;ship order
place_o747;place order
pick_i4891;pick item
pick_i4894;pick item
place_o748;place order
pick_i4886;pick item
pick_i4907;pick item
pick_i4898;pick item
pick_i4887;pick item
pick_i4913;pick item
pick_i4905;pick item
pick_i4914;pick item
pick_i4885;pick item
pick_i4908;pick item
pick_i4910;pick item
pick_i4892;pick item
pick_i4903;pick item
place_o749;place order
pick_i4904;pick item
pick_i4900;pick item
place_o750;place order
pick_i4909;pick item
pick_i4918;pick item
pick_i4920;pick item
pick_i4888;pick item
pick_i4896;pick item
pick_i4922;pick item
pick_i4916;pick item
pick_i4890;pick item
pick_i4930;pick item
pick_i4895;pick item
pick_i4921;pick item
pick_i4901;pick item
pick_i4911;pick item
pick_i4915;pick item
pick_i4932;pick item
pick_i4917;pick item
place_o751;place order
pick_i4923;pick item
pick_i4919;pick item
pick_i4942;pick item
pick_i4947;pick item
pick_i4935;pick item
pick_i4949;pick item
pick_i4893;pick item
place_o752;place order
pick_i4889;pick item
pick_i4912;pick item
pick_i4906;pick item
pick_i4927;pick item
pick_i4958;pick item
pick_i4884;pick item
pick_i4933;pick item
place_o753;place order
pick_i4902;pick item
pick_i4965;pick item
pick_i4956;pick item
pick_i4944;pick item
pick_i4939;pick item
pick_i4951;pick item
pick_i4938;pick item
pick_i4966;pick item
pick_i4959;pick item
pick_i4961;pick item
pick_i4945;pick item
pick_i4924;pick item
ship_o749;ship order
pick_i4950;pick item
place_o754;place order
pick_i4940;pick item
pick_i4972;pick item
pick_i4964;pick item
pick_i4957;pick item
pick_i4963;pick item
pick_i4975;pick item
pick_i4955;pick item
pick_i4979;pick item
pick_i4974;pick item
pick_i4962;pick item
pick_i4929;pick item
pick_i4941;pick item
pick_i4967;pick item
place_o755;place order
pick_i4943;pick item
pick_i4970;pick item
pick_i4978;pick item
pick_i4960;pick item
pick_i4948;pick item
pick_i4937;pick item
pick_i4946;pick item
pick_i4926;pick item
ship_o751;ship order
pick_i4936;pick item
pick_i4931;pick item
pick_i4981;pick item
pick_i4952;pick item
pick_i4973;pick item
pick_i4976;pick item
pick_i4897;pick item
ship_o747;ship order
pick_i4977;pick item
ship_o754;ship order
pick_i4925;pick item
pick_i4934;pick item
pick_i4899;pick item
ship_o748;ship order
pick_i4969;pick item
pick_i4968;pick item
place_o756;place order
pick_i4982;pick item
pick_i4994;pick item
pick_i4971;pick item
pick_i4992;pick item
ship_o753;ship order
pick_i4995;pick item
pick_i4954;pick item
pick_i4983;pick item
pick_i4990;pick item
pick_i4984;pick item
pick_i4980;pick item
place_o757;place order
ship_o755;ship order
pick_i4988;pick item
pick_i4989;pick item
pick_i4985;pick item
pick_i4999;pick item
pick_i4986;pick item
pick_i4991;pick item
pick_i5004;pick item
pick_i4987;pick item
pick_i5007;pick item
pick_i4953;pick item
pick_i5002;pick item
ship_o752;ship order
pick_i5003;pick item
pick_i5000;pick item
pick_i4998;pick item
pick_i5006;pick item
pick_i4997;pick item
pick_i4928;pick item
ship_o750;ship order
pick_i5005;pick item
place_o758;place order
pick_i5014;pick item
pick_i5008;pick item
pick_i5012;pick item
pick_i4996;pick item
pick_i5015;pick item
pick_i5010;pick item
pick_i4993;pick item
pick_i5016;pick item
ship_o756;ship order
pick_i5011;pick item
pick_i5001;pick item
place_o759;place order
ship_o757;ship order
pick_i5013;pick item
pick_i5009;pick item
ship_o758;ship order
pick_i5023;pick item
place_o760;place order
pick_i5018;pick item
pick_i5020;pick item
pick_i5017;pick item
pick_i5019;pick item
pick_i5022;pick item
pick_i5024;pick item
pick_i5038;pick item
pick_i5029;pick item
pick_i5033;pick item
pick_i5021;pick item
pick_i5030;pick item
ship_o759;ship order
pick_i5028;pick item
pick_i5037;pick item
pick_i5027;pick item
pick_i5026;pick item
pick_i5034;pick item
pick_i5035;pick item
pick_i5032;pick item
pick_i5031;pick item
pick_i5025;pick item
pick_i5039;pick item
pick_i5036;pick item
ship_o760;ship order
place_o761;place order
pick_i5046;pick item
pick_i5043;pick item
pick_i5048;pick item
pick_i5050;pick item
pick_i5045;pick item
pick_i5041;pick item
pick_i5049;pick item
pick_i5044;pick item
pick_i5040;pick item
pick_i5042;pick item
pick_i5047;pick item
ship_o761;ship order
place_o762;place order
pick_i5052;pick item
pick_i5055;pick item
pick_i5053;pick item
pick_i5064;pick item
pick_i5056;pick item
pick_i5054;pick item
pick_i5058;pick item
pick_i5060;pick item
pick_i5063;pick item
pick_i5051;pick item
pick_i5057;pick item
pick_i5062;pick item
pick_i5059;pick item
pick_i5061;pick item
ship_o762;ship order
place_o763;place order
pick_i5072;pick item
pick_i5068;pick item
pick_i5069;pick item
pick_i5067;pick item
pick_i5065;pick item
pick_i5071;pick item
pick_i5070;pick item
pick_i5066;pick item
ship_o763;ship order
place_o764;place order
pick_i5078;pick item
pick_i5079;pick item
place_o765;place order
pick_i5080;pick item
pick_i5087;pick item
pick_i5091;pick item
pick_i5098;pick item
pick_i5075;pick item
pick_i5097;pick item
pick_i5090;pick item
pick_i5086;pick item
pick_i5085;pick item
pick_i5083;pick item
pick_i5088;pick item
pick_i5081;pick item
pick_i5082;pick item
pick_i5096;pick item
pick_i5094;pick item
pick_i5074;pick item
pick_i5073;pick item
pick_i5077;pick item
pick_i5084;pick item
pick_i5092;pick item
pick_i5089;pick item
pick_i5076;pick item
ship_o764;ship order
pick_i5095;pick item
pick_i5093;pick item
ship_o765;ship order
place_o766;place order
pick_i5109;pick item
pick_i5101;pick item
pick_i5108;pick item
pick_i5100;pick item
pick_i5106;pick item
pick_i5107;pick item
pick_i5102;pick item
pick_i5104;pick item
pick_i5105;pick item
pick_i5099;pick item
pick_i5103;pick item
ship_o766;ship order
place_o767;place order
pick_i5112;pick item
pick_i5115;pick item
pick_i5114;pick item
pick_i5110;pick item
pick_i5113;pick item
pick_i5111;pick item
ship_o767;ship order
place_o768;place order
pick_i5117;pick item
pick_i5124;pick item
pick_i5118;pick item
pick_i5125;pick item
pick_i5120;pick item
pick_i5122;pick item
place_o769;place order
pick_i5121;pick item
pick_i5134;pick item
pick_i5127;pick item
pick_i5131;pick item
place_o770;place order
pick_i5129;pick item
pick_i5135;pick item
pick_i5142;pick item
pick_i5143;pick item
pick_i5116;pick item
pick_i5146;pick item
pick_i5138;pick item
pick_i5123;pick item
pick_i5148;pick item
pick_i5128;pick item
pick_i5139;pick item
pick_i5140;pick item
pick_i5133;pick item
pick_i5137;pick item
pick_i5145;pick item
pick_i5147;pick item
pick_i5132;pick item
pick_i5119;pick item
pick_i5130;pick item
pick_i5126;pick item
ship_o769;ship order
place_o771;place order
ship_o768;ship order
pick_i5141;pick item
pick_i5153;pick item
pick_i5154;pick item
pick_i5149;pick item
pick_i5151;pick item
pick_i5156;pick item
pick_i5150;pick item
pick_i5152;pick item
pick_i5155;pick item
pick_i5157;pick item
ship_o771;ship order
pick_i5144;pick item
pick_i5136;pick item
ship_o770;ship order
place_o772;place order
pick_i5164;pick item
pick_i5161;pick item
pick_i5159;pick item
pick_i5163;pick item
pick_i5162;pick item
pick_i5166;pick item
pick_i5158;pick item
pick_i5165;pick item
pick_i5167;pick item
pick_i5168;pick item
pick_i5160;pick item
pick_i5169;pick item
ship_o772;ship order
place_o773;place order
pick_i5179;pick item
pick_i5171;pick item
place_o774;place order
pick_i5172;pick item
pick_i5173;pick item
pick_i5178;pick item
pick_i5170;pick item
pick_i5180;pick item
pick_i5175;pick item
pick_i5174;pick item
pick_i5185;pick item
pick_i5177;pick item
pick_i5184;pick item
pick_i5176;pick item
pick_i5186;pick item
ship_o773;ship order
pick_i5181;pick item
pick_i5182;pick item
pick_i5183;pick item
place_o775;place order
ship_o774;ship order
pick_i5189;pick item
pick_i5190;pick item
pick_i5193;pick item
pick_i5192;pick item
pick_i5191;pick item
pick_i5188;pick item
pick_i5196;pick item
pick_i5195;pick item
pick_i5194;pick item
pick_i5197;pick item
pick_i5187;pick item
ship_o775;ship order
place_o776;place order
pick_i5202;pick item
pick_i5203;pick item
pick_i5201;pick item
pick_i5199;pick item
pick_i5207;pick item
pick_i5206;pick item
pick_i5204;pick item
pick_i5198;pick item
pick_i5200;pick item
pick_i5205;pick item
ship_o776;ship order
place_o777;place order
pick_i5211;pick item
pick_i5216;pick item
pick_i5212;pick item
pick_i5214;pick item
pick_i5213;pick item
pick_i5210;pick item
pick_i5215;pick item
pick_i5208;pick item
place_o778;place order
pick_i5209;pick item
pick_i5229;pick item
pick_i5225;pick item
pick_i5220;pick item
pick_i5234;pick item
place_o779;place order
pick_i5219;pick item
pick_i5226;pick item
pick_i5217;pick item
pick_i5221;pick item
ship_o777;ship order
pick_i5228;pick item
pick_i5240;pick item
pick_i5227;pick item
pick_i5239;pick item
pick_i5230;pick item
pick_i5231;pick item
pick_i5232;pick item
pick_i5224;pick item
place_o780;place order
pick_i5246;pick item
pick_i5242;pick item
pick_i5251;pick item
pick_i5241;pick item
pick_i5252;pick item
pick_i5237;pick item
pick_i5233;pick item
pick_i5218;pick item
pick_i5245;pick item
pick_i5235;pick item
pick_i5247;pick item
pick_i5238;pick item
pick_i5243;pick item
place_o781;place order
pick_i5236;pick item
pick_i5249;pick item
pick_i5259;pick item
pick_i5254;pick item
pick_i5244;pick item
pick_i5223;pick item
ship_o779;ship order
pick_i5222;pick item
ship_o778;ship order
pick_i5263;pick item
pick_i5253;pick item
pick_i5250;pick item
pick_i5260;pick item
place_o782;place order
pick_i5248;pick item
ship_o780;ship order
pick_i5262;pick item
place_o783;place order
pick_i5268;pick item
pick_i5267;pick item
pick_i5261;pick item
pick_i5256;pick item
pick_i5274;pick item
pick_i5258;pick item
pick_i5281;pick item
pick_i5277;pick item
pick_i5270;pick item
pick_i5265;pick item
pick_i5264;pick item
pick_i5283;pick item
pick_i5279;pick item
pick_i5282;pick item
pick_i5280;pick item
pick_i5273;pick item
pick_i5269;pick item
place_o784;place order
pick_i5285;pick item
pick_i5255;pick item
pick_i5288;pick item
pick_i5293;pick item
pick_i5266;pick item
pick_i5284;pick item
ship_o782;ship order
pick_i5271;pick item
pick_i5287;pick item
pick_i5289;pick item
pick_i5272;pick item
pick_i5292;pick item
pick_i5290;pick item
place_o785;place order
pick_i5291;pick item
pick_i5286;pick item
pick_i5296;pick item
ship_o784;ship order
pick_i5275;pick item
pick_i5294;pick item
pick_i5257;pick item
place_o786;place order
pick_i5299;pick item
ship_o781;ship order
pick_i5305;pick item
pick_i5301;pick item
pick_i5311;pick item
pick_i5309;pick item
pick_i5307;pick item
pick_i5276;pick item
pick_i5304;pick item
pick_i5308;pick item
pick_i5278;pick item
ship_o783;ship order
pick_i5302;pick item
place_o787;place order
pick_i5298;pick item
pick_i5320;pick item
pick_i5297;pick item
pick_i5300;pick item
place_o788;place order
pick_i5318;pick item
pick_i5331;pick item
pick_i5306;pick item
pick_i5312;pick item
pick_i5319;pick item
pick_i5330;pick item
pick_i5332;pick item
place_o789;place order
pick_i5321;pick item
pick_i5325;pick item
pick_i5317;pick item
place_o790;place order
pick_i5337;pick item
pick_i5326;pick item
pick_i5316;pick item
pick_i5333;pick item
pick_i5295;pick item
pick_i5357;pick item
pick_i5349;pick item
pick_i5338;pick item
place_o791;place order
pick_i5348;pick item
pick_i5346;pick item
pick_i5351;pick item
pick_i5313;pick item
pick_i5315;pick item
pick_i5340;pick item
pick_i5347;pick item
pick_i5362;pick item
pick_i5365;pick item
pick_i5323;pick item
pick_i5367;pick item
place_o792;place order
pick_i5341;pick item
pick_i5373;pick item
pick_i5375;pick item
place_o793;place order
pick_i5335;pick item
pick_i5358;pick item
pick_i5310;pick item
pick_i5395;pick item
ship_o786;ship order
pick_i5382;pick item
pick_i5343;pick item
pick_i5390;pick item
pick_i5303;pick item
ship_o785;ship order
pick_i5394;pick item
place_o794;place order
pick_i5327;pick item
pick_i5385;pick item
pick_i5376;pick item
pick_i5372;pick item
pick_i5396;pick item
pick_i5334;pick item
place_o795;place order
pick_i5406;pick item
pick_i5384;pick item
pick_i5381;pick item
place_o796;place order
pick_i5429;pick item
pick_i5421;pick item
pick_i5378;pick item
pick_i5342;pick item
pick_i5364;pick item
pick_i5391;pick item
pick_i5403;pick item
pick_i5402;pick item
pick_i5426;pick item
pick_i5377;pick item
pick_i5425;pick item
pick_i5387;pick item
pick_i5324;pick item
pick_i5397;pick item
pick_i5354;pick item
pick_i5380;pick item
pick_i5328;pick item
pick_i5374;pick item
pick_i5360;pick item
pick_i5420;pick item
pick_i5356;pick item
place_o797;place order
pick_i5411;pick item
pick_i5428;pick item
pick_i5398;pick item
pick_i5352;pick item
pick_i5329;pick item
pick_i5371;pick item
pick_i5355;pick item
pick_i5405;pick item
pick_i5432;pick item
pick_i5441;pick item
pick_i5404;pick item
place_o798;place order
pick_i5345;pick item
pick_i5416;pick item
pick_i5419;pick item
pick_i5386;pick item
pick_i5433;pick item
pick_i5452;pick item
pick_i5414;pick item
pick_i5437;pick item
place_o799;place order
pick_i5439;pick item
pick_i5400;pick item
pick_i5448;pick item
pick_i5370;pick item
pick_i5379;pick item
pick_i5359;pick item
place_o800;place order
pick_i5389;pick item
pick_i5409;pick item
pick_i5469;pick item
pick_i5471;pick item
pick_i5446;pick item
pick_i5383;pick item
pick_i5447;pick item
ship_o792;ship order
pick_i5443;pick item
pick_i5363;pick item
pick_i5438;pick item
pick_i5436;pick item
place_o801;place order
pick_i5353;pick item
pick_i5361;pick item
pick_i5476;pick item
pick_i5440;pick item
pick_i5483;pick item
pick_i5479;pick item
pick_i5393;pick item
pick_i5408;pick item
pick_i5484;pick item
pick_i5431;pick item
pick_i5475;pick item
pick_i5454;pick item
pick_i5427;pick item
pick_i5445;pick item
pick_i5449;pick item
pick_i5442;pick item
pick_i5481;pick item
pick_i5366;pick item
pick_i5485;pick item
pick_i5336;pick item
pick_i5453;pick item
place_o802;place order
pick_i5413;pick item
pick_i5500;pick item
pick_i5495;pick item
pick_i5350;pick item
pick_i5498;pick item
pick_i5472;pick item
pick_i5417;pick item
pick_i5458;pick item
pick_i5492;pick item
place_o803;place order
pick_i5462;pick item
pick_i5392;pick item
pick_i5507;pick item
pick_i5456;pick item
place_o804;place order
pick_i5524;pick item
pick_i5499;pick item
pick_i5430;pick item
pick_i5509;pick item
pick_i5493;pick item
pick_i5412;pick item
pick_i5465;pick item
pick_i5486;pick item
pick_i5522;pick item
pick_i5521;pick item
place_o805;place order
pick_i5368;pick item
pick_i5491;pick item
pick_i5511;pick item
pick_i5532;pick item
pick_i5518;pick item
pick_i5487;pick item
pick_i5533;pick item
pick_i5407;pick item
pick_i5526;pick item
pick_i5537;pick item
pick_i5461;pick item
pick_i5478;pick item
pick_i5460;pick item
pick_i5519;pick item
pick_i5529;pick item
pick_i5415;pick item
pick_i5423;pick item
pick_i5435;pick item
pick_i5482;pick item
place_o806;place order
pick_i5322;pick item
pick_i5552;pick item
ship_o788;ship order
pick_i5544;pick item
pick_i5503;pick item
pick_i5369;pick item
ship_o791;ship order
pick_i5517;pick item
pick_i5418;pick item
place_o807;place order
pick_i5539;pick item
pick_i5410;pick item
place_o808;place order
ship_o795;ship order
pick_i5542;pick item
pick_i5510;pick item
pick_i5496;pick item
pick_i5451;pick item
pick_i5541;pick item
pick_i5530;pick item
pick_i5344;pick item
ship_o790;ship order
pick_i5516;pick item
pick_i5561;pick item
pick_i5501;pick item
pick_i5560;pick item
place_o809;place order
pick_i5540;pick item
pick_i5480;pick item
pick_i5572;pick item
pick_i5477;pick item
pick_i5525;pick item
pick_i5459;pick item
pick_i5559;pick item
pick_i5527;pick item
pick_i5494;pick item
place_o810;place order
pick_i5523;pick item
pick_i5505;pick item
pick_i5457;pick item
pick_i5502;pick item
pick_i5534;pick item
pick_i5339;pick item
pick_i5546;pick item
ship_o789;ship order
pick_i5543;pick item
pick_i5512;pick item
pick_i5580;pick item
place_o811;place order
pick_i5566;pick item
pick_i5444;pick item
pick_i5577;pick item
place_o812;place order
pick_i5497;pick item
ship_o802;ship order
pick_i5558;pick item
pick_i5399;pick item
pick_i5600;pick item
pick_i5606;pick item
pick_i5601;pick item
pick_i5597;pick item
pick_i5550;pick item
place_o813;place order
pick_i5568;pick item
pick_i5614;pick item
pick_i5596;pick item
pick_i5468;pick item
pick_i5564;pick item
pick_i5613;pick item
pick_i5528;pick item
pick_i5625;pick item
pick_i5604;pick item
pick_i5463;pick item
pick_i5624;pick item
place_o814;place order
pick_i5616;pick item
pick_i5506;pick item
pick_i5473;pick item
pick_i5549;pick item
pick_i5531;pick item
pick_i5611;pick item
pick_i5515;pick item
pick_i5535;pick item
pick_i5504;pick item
pick_i5569;pick item
pick_i5619;pick item
pick_i5464;pick item
pick_i5590;pick item
place_o815;place order
pick_i5570;pick item
pick_i5608;pick item
pick_i5593;pick item
pick_i5583;pick item
pick_i5455;pick item
pick_i5585;pick item
pick_i5633;pick item
pick_i5562;pick item
pick_i5567;pick item
pick_i5631;pick item
pick_i5623;pick item
pick_i5547;pick item
pick_i5592;pick item
pick_i5314;pick item
ship_o787;ship order
pick_i5591;pick item
pick_i5594;pick item
pick_i5555;pick item
pick_i5634;pick item
pick_i5595;pick item
pick_i5573;pick item
pick_i5565;pick item
pick_i5563;pick item
ship_o807;ship order
pick_i5632;pick item
place_o816;place order
pick_i5642;pick item
pick_i5578;pick item
pick_i5641;pick item
pick_i5598;pick item
pick_i5646;pick item
pick_i5620;pick item
pick_i5627;pick item
pick_i5630;pick item
pick_i5638;pick item
pick_i5470;pick item
pick_i5648;pick item
place_o817;place order
pick_i5589;pick item
pick_i5656;pick item
pick_i5553;pick item
pick_i5654;pick item
pick_i5434;pick item
ship_o797;ship order
pick_i5652;pick item
pick_i5658;pick item
pick_i5588;pick item
pick_i5643;pick item
pick_i5586;pick item
pick_i5536;pick item
pick_i5660;pick item
pick_i5650;pick item
pick_i5622;pick item
pick_i5489;pick item
pick_i5615;pick item
pick_i5626;pick item
pick_i5538;pick item
pick_i5474;pick item
pick_i5661;pick item
ship_o800;ship order
place_o818;place order
pick_i5467;pick item
pick_i5640;pick item
pick_i5655;pick item
place_o819;place order
pick_i5662;pick item
pick_i5587;pick item
ship_o810;ship order
pick_i5669;pick item
pick_i5651;pick item
pick_i5618;pick item
pick_i5674;pick item
pick_i5645;pick item
place_o820;place order
pick_i5621;pick item
pick_i5545;pick item
pick_i5574;pick item
ship_o805;ship order
pick_i5488;pick item
pick_i5584;pick item
pick_i5679;pick item
pick_i5677;pick item
pick_i5554;pick item
pick_i5663;pick item
pick_i5673;pick item
pick_i5687;pick item
pick_i5666;pick item
pick_i5688;pick item
pick_i5680;pick item
pick_i5582;pick item
pick_i5610;pick item
pick_i5678;pick item
pick_i5520;pick item
ship_o804;ship order
pick_i5684;pick item
pick_i5466;pick item
ship_o799;ship order
pick_i5422;pick item
pick_i5548;pick item
pick_i5681;pick item
pick_i5514;pick item
pick_i5689;pick item
place_o821;place order
pick_i5551;pick item
pick_i5628;pick item
pick_i5575;pick item
pick_i5693;pick item
pick_i5635;pick item
pick_i5617;pick item
pick_i5691;pick item
ship_o813;ship order
pick_i5490;pick item
ship_o801;ship order
pick_i5667;pick item
pick_i5557;pick item
pick_i5603;pick item
pick_i5571;pick item
pick_i5682;pick item
ship_o808;ship order
pick_i5672;pick item
pick_i5513;pick item
pick_i5686;pick item
pick_i5605;pick item
pick_i5665;pick item
pick_i5668;pick item
pick_i5612;pick item
pick_i5675;pick item
pick_i5649;pick item
pick_i5692;pick item
pick_i5401;pick item
pick_i5508;pick item
ship_o794;ship order
ship_o803;ship order
pick_i5639;pick item
pick_i5671;pick item
place_o822;place order
pick_i5695;pick item
pick_i5699;pick item
pick_i5388;pick item
pick_i5705;pick item
ship_o793;ship order
pick_i5450;pick item
ship_o798;ship order
pick_i5700;pick item
place_o823;place order
pick_i5702;pick item
pick_i5576;pick item
pick_i5637;pick item
pick_i5714;pick item
place_o824;place order
pick_i5683;pick item
pick_i5710;pick item
pick_i5602;pick item
pick_i5724;pick item
pick_i5728;pick item
pick_i5703;pick item
pick_i5707;pick item
pick_i5713;pick item
pick_i5730;pick item
pick_i5715;pick item
pick_i5657;pick item
pick_i5556;pick item
ship_o806;ship order
pick_i5731;pick item
pick_i5690;pick item
pick_i5653;pick item
pick_i5701;pick item
pick_i5708;pick item
pick_i5659;pick item
ship_o817;ship order
pick_i5704;pick item
pick_i5722;pick item
pick_i5697;pick item
place_o825;place order
pick_i5636;pick item
pick_i5694;pick item
ship_o815;ship order
pick_i5424;pick item
place_o826;place order
ship_o796;ship order
pick_i5581;pick item
pick_i5734;pick item
pick_i5718;pick item
pick_i5735;pick item
pick_i5712;pick item
pick_i5754;pick item
pick_i5719;pick item
pick_i5738;pick item
pick_i5753;pick item
pick_i5711;pick item
pick_i5742;pick item
pick_i5670;pick item
pick_i5647;pick item
pick_i5744;pick item
pick_i5664;pick item
pick_i5739;pick item
ship_o818;ship order
pick_i5748;pick item
pick_i5727;pick item
pick_i5726;pick item
pick_i5720;pick item
pick_i5696;pick item
ship_o821;ship order
pick_i5745;pick item
pick_i5743;pick item
pick_i5740;pick item
pick_i5750;pick item
pick_i5706;pick item
pick_i5644;pick item
ship_o816;ship order
pick_i5723;pick item
pick_i5716;pick item
pick_i5717;pick item
pick_i5747;pick item
pick_i5746;pick item
place_o827;place order
pick_i5732;pick item
pick_i5698;pick item
ship_o822;ship order
pick_i5757;pick item
pick_i5758;pick item
pick_i5609;pick item
pick_i5749;pick item
pick_i5733;pick item
pick_i5761;pick item
pick_i5721;pick item
pick_i5685;pick item
ship_o820;ship order
pick_i5762;pick item
pick_i5676;pick item
pick_i5736;pick item
ship_o819;ship order
pick_i5599;pick item
place_o828;place order
ship_o811;ship order
pick_i5756;pick item
pick_i5579;pick item
pick_i5763;pick item
ship_o809;ship order
pick_i5760;pick item
place_o829;place order
pick_i5768;pick item
pick_i5607;pick item
pick_i5770;pick item
ship_o812;ship order
pick_i5729;pick item
pick_i5776;pick item
pick_i5751;pick item
pick_i5737;pick item
ship_o825;ship order
pick_i5755;pick item
pick_i5741;pick item
pick_i5777;pick item
pick_i5772;pick item
pick_i5629;pick item
ship_o814;ship order
pick_i5778;pick item
pick_i5752;pick item
pick_i5771;pick item
ship_o826;ship order
pick_i5773;pick item
pick_i5709;pick item
pick_i5779;pick item
ship_o823;ship order
pick_i5766;pick item
pick_i5765;pick item
pick_i5780;pick item
pick_i5769;pick item
pick_i5725;pick item
ship_o824;ship order
pick_i5764;pick item
pick_i5767;pick item
ship_o828;ship order
pick_i5759;pick item
place_o830;place order
ship_o827;ship order
pick_i5774;pick item
pick_i5775;pick item
pick_i5782;pick item
ship_o829;ship order
pick_i5789;pick item
pick_i5785;pick item
pick_i5787;pick item
pick_i5791;pick item
pick_i5783;pick item
pick_i5784;pick item
place_o831;place order
pick_i5786;pick item
pick_i5794;pick item
pick_i5803;pick item
pick_i5781;pick item
pick_i5790;pick item
pick_i5793;pick item
pick_i5799;pick item
pick_i5797;pick item
pick_i5792;pick item
pick_i5788;pick item
pick_i5795;pick item
ship_o830;ship order
pick_i5796;pick item
pick_i5800;pick item
pick_i5801;pick item
pick_i5802;pick item
pick_i5798;pick item
ship_o831;ship order
place_o832;place order
pick_i5812;pick item
pick_i5805;pick item
pick_i5809;pick item
pick_i5811;pick item
place_o833;place order
pick_i5807;pick item
pick_i5804;pick item
pick_i5806;pick item
pick_i5810;pick item
pick_i5808;pick item
ship_o832;ship order
pick_i5815;pick item
pick_i5819;pick item
pick_i5823;pick item
place_o834;place order
pick_i5821;pick item
pick_i5816;pick item
pick_i5825;pick item
pick_i5828;pick item
pick_i5818;pick item
pick_i5826;pick item
place_o835;place order
pick_i5813;pick item
pick_i5814;pick item
pick_i5817;pick item
pick_i5827;pick item
pick_i5843;pick item
pick_i5831;pick item
pick_i5833;pick item
place_o836;place order
pick_i5820;pick item
pick_i5846;pick item
pick_i5829;pick item
pick_i5844;pick item
pick_i5830;pick item
pick_i5835;pick item
pick_i5836;pick item
pick_i5848;pick item
pick_i5832;pick item
pick_i5834;pick item
place_o837;place order
pick_i5849;pick item
pick_i5847;pick item
pick_i5838;pick item
place_o838;place order
pick_i5840;pick item
pick_i5857;pick item
pick_i5865;pick item
pick_i5824;pick item
ship_o834;ship order
pick_i5837;pick item
pick_i5845;pick item
ship_o836;ship order
pick_i5841;pick item
pick_i5850;pick item
pick_i5854;pick item
pick_i5866;pick item
pick_i5853;pick item
pick_i5861;pick item
place_o839;place order
pick_i5856;pick item
pick_i5860;pick item
pick_i5851;pick item
pick_i5870;pick item
pick_i5822;pick item
pick_i5852;pick item
ship_o833;ship order
pick_i5871;pick item
pick_i5842;pick item
pick_i5859;pick item
